comment,chat_luong,dong_goi,van_chuyen,gia_ca,overall
nhựa trung bình có gờ khó chịu. giao sai hàng lỗi không từ tính,negative,neutral,neutral,neutral,negative
sản phẩm đẹp tốt. giá rẻ,positive,neutral,neutral,positive,positive
đẹp,positive,neutral,neutral,neutral,positive
đẹp,positive,neutral,neutral,neutral,positive
hàng lỗi. chưa nhận được hàng,negative,neutral,negative,neutral,negative
ốp đẹp cứng cáp,positive,neutral,neutral,neutral,positive
ổn,positive,neutral,neutral,neutral,positive
ốp bị bẩn,negative,neutral,neutral,neutral,negative
ok,positive,neutral,neutral,neutral,positive
ốp bị trầy xước nhiều,negative,neutral,neutral,neutral,negative
chất liệu nhựa cứng chắc chắn,positive,neutral,neutral,neutral,positive
không có hộp,neutral,negative,neutral,neutral,neutral
sản phẩm bị trầy xước,negative,neutral,neutral,neutral,negative
chất liệu mềm. không chống xước,neutral,neutral,neutral,neutral,neutral
chất liệu đẹp. chống xước ổn,positive,neutral,neutral,neutral,positive
ốp xấu. bị ố vàng và trầy xước,negative,neutral,neutral,neutral,negative
chất liệu ok,positive,neutral,neutral,neutral,positive
ốp cứng bền,positive,neutral,neutral,neutral,positive
form camera lệch. không như mô tả,negative,neutral,neutral,neutral,negative
tính năng tốt,positive,neutral,neutral,neutral,positive
giao hàng cũ bị trầy xước nhiều,negative,neutral,neutral,neutral,negative
ốp cũ trầy xước,negative,neutral,neutral,neutral,negative
ốp cũ trầy xước và ố vàng,negative,neutral,neutral,neutral,negative
tốt,positive,neutral,neutral,neutral,positive
giá rẻ,neutral,neutral,neutral,positive,positive
ốp cũ và xước,negative,neutral,neutral,neutral,negative
chất lượng kém. xước nham nhở,negative,neutral,neutral,neutral,negative
giao hàng cũ,negative,neutral,neutral,neutral,negative
chất lượng kém,negative,neutral,neutral,neutral,negative
đúng như mô tả,positive,neutral,neutral,neutral,positive
đúng như mô tả,positive,neutral,neutral,neutral,positive
chất lượng kém. ốp xước như đã qua sử dụng,negative,neutral,neutral,neutral,negative
giao nhanh. chất lượng đẹp và chắc chắn. giá rẻ,positive,neutral,positive,positive,positive
tạm ổn. khớp chắc chắn. tiện lợi dễ mang theo,positive,neutral,neutral,neutral,positive
giá 30k rẻ. cứng cáp. không bị lắc,positive,neutral,neutral,positive,positive
sản phẩm đẹp. xịn. giá rẻ. giao hàng nhanh,positive,neutral,positive,positive,positive
hàng chắc chắn cứng cáp. xoay tốt. giá rẻ 22k,positive,neutral,neutral,positive,positive
chất liệu hợp kim dày dặn. đẹp như hình,positive,neutral,neutral,neutral,positive
chưa dùng chưa rõ độ bền. nhìn chắc chắn. giá rẻ,neutral,neutral,neutral,positive,positive
chất lượng tốt chắc chắn. đóng gói cẩn thận. giao nhanh,positive,positive,positive,neutral,positive
dùng tốt đỡ máy an toàn. đúng mẫu,positive,neutral,neutral,neutral,positive
hàng đẹp chắc chắn. đúng quảng cáo đủ số lượng,positive,neutral,neutral,neutral,positive
chất lượng ok. giá rẻ. giao hàng nhanh,positive,neutral,positive,positive,positive
chất lượng tốt. xứng đáng giá tiền rẻ,positive,neutral,neutral,positive,positive
khung chắc chắn. màu sắc kiểu dáng đúng mô tả,positive,neutral,neutral,neutral,positive
giá đỡ tốt và rất chắc chắn,positive,neutral,neutral,neutral,positive
giá đỡ chắc chắn. các khớp xoay linh hoạt,positive,neutral,neutral,neutral,positive
hợp kim nhôm sử dụng được. chắc chắn. giao hàng nhanh,positive,neutral,positive,neutral,positive
xài ok rất chắc chắn. không bị lật,positive,neutral,neutral,neutral,positive
chất lượng kim loại xoay ok. giao hàng nhanh,positive,neutral,positive,neutral,positive
chuẩn bị hàng và giao nhanh. đóng gói cẩn thận. đúng mô tả,positive,positive,positive,neutral,positive
giao nhanh. nặng tay để điện thoại không đổ. xoay tròn tiện lợi. giá rẻ,positive,neutral,positive,positive,positive
đóng gói cẩn thận có đệm mút. chịu lực tốt cho máy nặng,positive,positive,neutral,neutral,positive
sản phẩm xịn nặng tay chắc chắn. xoay và chỉnh góc linh hoạt,positive,neutral,neutral,neutral,positive
nhỏ gọn chắc chắn. đóng gói cẩn thận,positive,positive,neutral,neutral,positive
cứng chắc rẻ đẹp bền. giá hợp lý. giao nhanh,positive,neutral,positive,positive,positive
hợp kim cứng cáp. xoay gập mượt mà,positive,neutral,neutral,neutral,positive
chất lượng tuyệt vời. giá siêu rẻ. giao hàng cực nhanh,positive,neutral,positive,positive,positive
hợp kim chắc chắn để được nhiều cỡ điện thoại. giao hàng nhanh,positive,neutral,positive,neutral,positive
giá đỡ chắc chắn giữ đế ok. shop nhiệt tình,positive,neutral,neutral,neutral,positive
gấp gọn tiện lợi. xoay được thiết kế tốt,positive,neutral,neutral,neutral,positive
chịu lực thăng bằng tốt. xoay 360 độ. đóng gói cẩn thận. giao nhanh. giá hạt dẻ,positive,positive,positive,positive,positive
nặng tay cứng cáp. xoay 360 độ dễ dàng. giao hàng siêu nhanh,positive,neutral,positive,neutral,positive
sản phẩm xịn. chất lượng phù hợp giá tiền. giao nhanh,positive,neutral,positive,positive,positive
chất lượng thiết kế đẹp dễ sử dụng. đóng gói cẩn thận. giao nhanh. giá hợp lý,positive,positive,positive,positive,positive
cầm chắc chắn không dễ đổ. giao nhanh. không thấy miếng dán chống trượt,neutral,neutral,positive,neutral,positive
khớp cứng cáp tải trọng tốt. shop giao lẹ. giá êm,positive,neutral,positive,positive,positive
cầm vừa tay đẹp. giá rẻ. độ bền cần thời gian,positive,neutral,neutral,positive,positive
dày dặn chắc chắn. xoay nhiều góc. giá rẻ,positive,neutral,neutral,positive,positive
chất lượng chắc chắn không ọp ẹp. nặng tay. xoay 360 độ tốt,positive,neutral,neutral,neutral,positive
sản phẩm rẻ đẹp dùng tiện. kê điện thoại chắc chắn,positive,neutral,neutral,positive,positive
giá đỡ đẹp chắc chắn có đệm ma sát. đóng gói cẩn thận,positive,positive,neutral,neutral,positive
dùng ok. giá rẻ. giao nhanh,positive,neutral,positive,positive,positive
chắc chắn không ngã. thiết kế thông minh vừa sạc vừa đỡ,positive,neutral,neutral,neutral,positive
giá đỡ nặng tay chắc chắn. xoay và chỉnh độ cao dễ dàng,positive,neutral,neutral,neutral,positive
hàng chuẩn đẹp,positive,neutral,neutral,neutral,positive
sản phẩm ngon bổ rẻ,positive,neutral,neutral,positive,positive
kim loại chắc chắn nâng hạ xoay 360 độ tốt. giao nhanh,positive,neutral,positive,neutral,positive
giá đỡ chắc và nặng tay. xoay 360 độ dễ thay đổi góc,positive,neutral,neutral,neutral,positive
kim loại chắc chắn có đệm chống trượt,positive,neutral,neutral,neutral,positive
sản phẩm chắc chắn đúng hình. gói cẩn thận. giao nhanh. giá rẻ,positive,positive,positive,positive,positive
cứng cáp chắc chắn. gấp gọn mang đi tiện lợi. giao nhanh,positive,neutral,positive,neutral,positive
sản phẩm đúng hình tiện lợi. giao nhanh,positive,neutral,positive,neutral,positive
cứng cáp ổn định,positive,neutral,neutral,neutral,positive
sản phẩm đẹp. mua trên này rẻ hơn ngoài tiệm,positive,neutral,neutral,positive,positive
giá đỡ chắc chắn có lót chống trượt. đóng gói chắc chắn,positive,positive,neutral,neutral,positive
shipper giao hàng nhanh nhiệt tình,neutral,neutral,positive,neutral,positive
nhỏ gọn gấp tiện lợi. giá rẻ,positive,neutral,neutral,positive,positive
chắc chắn để ngang dọc đều được. có đệm chống trượt máy,positive,neutral,neutral,neutral,positive
hợp kim cứng cáp chắc chắn. xoay 360 độ mượt,positive,neutral,neutral,neutral,positive
cứng cáp chắc chắn. giao hàng siêu nhanh,positive,neutral,positive,neutral,positive
giá đỡ chắc chắn dùng tốt cho điện thoại,positive,neutral,neutral,neutral,positive
màu trắng xinh xẻo chắc chắn. giao nhanh,positive,neutral,positive,neutral,positive
kệ kim loại đẹp cứng cáp xoay 360 độ. giao hàng siêu nhanh,positive,neutral,positive,neutral,positive
giá đỡ chắc chắn hoàn thiện tốt. giá tiền hợp lý,positive,neutral,neutral,positive,positive
sản phẩm chắc chắn xoay mượt. giá rẻ. giao siêu nhanh,positive,neutral,positive,positive,positive
sản phẩm tốt. shipper thân thiện,positive,neutral,positive,neutral,positive
bình luận nhầm sản phẩm sang dép. đóng gói kĩ,neutral,positive,neutral,neutral,neutral
giao hàng nhanh đóng gói cẩn thận. vở đẹp không móp méo. rất xịn,positive,positive,positive,neutral,positive
bình luận rác không liên quan,neutral,neutral,neutral,neutral,neutral
vở dày bìa đơn giản đẹp. giao nhanh,positive,neutral,positive,neutral,positive
bút viết êm. mua 20 được tặng 1. giao nhanh đóng gói cẩn thận,positive,positive,positive,neutral,positive
vở viết mượt. mua rẻ hơn hiệu sách,positive,neutral,neutral,positive,positive
vở đẹp giấy dày viết đẹp. đủ số lượng,positive,neutral,neutral,neutral,positive
vở màu đẹp in sắc nét. đóng gói cẩn thận. giá rẻ,positive,positive,neutral,positive,positive
vở rất đẹp. gói hàng cẩn thận. giao nhanh đầy đủ. giá rẻ,positive,positive,positive,positive,positive
sổ vở đẹp chất giấy viết tốt mực sắc nét. giao hàng nhanh,positive,neutral,positive,neutral,positive
sách chất lượng bìa dày. đóng gói vô cùng cẩn thận đẹp,positive,positive,neutral,neutral,positive
vở giấy chất lượng. đóng gói rất kĩ. giá thành vừa phải,positive,positive,neutral,positive,positive
màu vở xinh. giấy không quá mỏng. chất lượng tốt. giá rẻ. ship nhanh,positive,neutral,positive,positive,positive
hàng giao đầy đủ đóng gói chắc chắn. giá hợp lý,positive,positive,neutral,positive,positive
vở đẹp viết siêu mê. rẻ,positive,neutral,neutral,positive,positive
gói hàng rất cẩn thận,neutral,positive,neutral,neutral,positive
vở ok đủ số lượng. giá hợp lí,positive,neutral,neutral,positive,positive
sổ dày bìa cứng bảo vệ tốt. giấy mềm mịn dễ viết,positive,neutral,neutral,neutral,positive
vở dày viết thích. săn sale giá ưu đãi,positive,neutral,neutral,positive,positive
độ dày khá viết êm đường kẻ rõ ràng. giao hàng nhanh,positive,neutral,positive,neutral,positive
bình luận rác không liên quan,neutral,neutral,neutral,neutral,neutral
chất lượng ok. đóng gói cẩn thận. giao nhanh,positive,positive,positive,neutral,positive
đẹp không lỗi. đóng gói kĩ. giao nhanh,positive,positive,positive,neutral,positive
vở đẹp giấy trắng dày dặn,positive,neutral,neutral,neutral,positive
chất lượng tốt dùng thích giấy trắng đều đẹp mịn,positive,neutral,neutral,neutral,positive
đóng gói hàng chỉn chu cẩn thận đẹp,neutral,positive,neutral,neutral,positive
bình luận rác không liên quan,neutral,neutral,neutral,neutral,neutral
vở giấy tốt viết thích. xứng đáng giá tiền,positive,neutral,neutral,positive,positive
vở cầm sướng tay chất lượng. đáng mua đúng giá tiền,positive,neutral,neutral,positive,positive
sách viết đẹp. giao đủ số lượng đúng hẹn,positive,neutral,positive,neutral,positive
bình luận rác không liên quan,neutral,neutral,neutral,neutral,neutral
màu đẹp giao đủ. giá ok,positive,neutral,neutral,positive,positive
viết rẻ. giấy giống ở ngoài nhưng giá rẻ hơn,neutral,neutral,neutral,positive,positive
chất lượng tốt. đóng gói cẩn thận. giao nhanh,positive,positive,positive,neutral,positive
viết khá êm. phù hợp giá tiền,positive,neutral,neutral,positive,positive
giấy trắng ăn mực tốt. vở 120 trang hơi mỏng. giao nhanh đúng hẹn,neutral,neutral,positive,neutral,positive
tập lớn bìa dày viết thoải mái. giấy mỏng dễ lem. đủ số lượng giao nhanh,neutral,neutral,positive,neutral,positive
vở đẹp. gói cẩn thận. giá rẻ,positive,positive,neutral,positive,positive
tập to bị móp góc,negative,negative,neutral,neutral,negative
giấy hơi mỏng. giá siêu rẻ,neutral,neutral,neutral,positive,positive
vở dày dặn. đóng gói chắc chắn,positive,positive,neutral,neutral,positive
chất lượng khỏi bàn. giao nhanh đúng hẹn,positive,neutral,positive,neutral,positive
giá rẻ. đóng gói cẩn thận. giao nhanh,neutral,positive,positive,positive
mua lại nhiều lần. giá rẻ. nên mua. ủng hộ shop lâu dài,positive,neutral,neutral,positive,positive
giá rẻ mà chất lượng. bút viết trơn tru. ngòi thay dễ dàng,positive,neutral,neutral,positive,positive
quá rẻ và đẹp. bút viết êm. ra đều mực,positive,neutral,neutral,positive,positive
giao hàng nhanh đầy đủ. bút viết rõ nét không tắc mực nhiều. ổn nha,positive,neutral,positive,neutral,positive
ban đầu mực ra đều. nhựa cứng. ngòi nhỏ nhưng sợ dễ tắc mực. shop giao nhanh đúng hàng. sale rẻ,neutral,neutral,positive,positive,positive
bút đúng mô tả,positive,neutral,neutral,neutral,positive
hàng đúng miêu tả đẹp dùng tốt. mọi người nên mua,positive,neutral,neutral,neutral,positive
bút khá xinh. viết thử ok. hy vọng viết được lâu. giá rẻ số lượng nhiều,positive,neutral,neutral,positive,positive
thích dùng bút này. nhẹ viết nhanh khô chữ đẹp. ngon bổ rẻ,positive,neutral,neutral,positive,positive
hàng đúng mô tả. săn được rẻ. bút viết ra đều êm. quá rẻ so với chất lượng,positive,neutral,neutral,positive,positive
đủ số lượng bút. được tặng kèm sticker. shop chu đáo,positive,positive,neutral,neutral,positive
giao đầy đủ không thiếu nắp. bút viết trơn mực. shop gói kĩ tặng thêm sticker. ship thân thiện,positive,positive,positive,neutral,positive
sản phẩm chất lượng cao. giá rẻ nhất. khá tốt,positive,neutral,neutral,positive,positive
mực ra đều viết đẹp không bị tắc. cầm bút không đau tay. sẽ mua lại,positive,neutral,neutral,neutral,positive
chất lượng ok. đúng mô tả. giá rẻ nên mua,positive,neutral,neutral,positive,positive
bút mua nhiều lần đều ưng. viết trơn đều màu. giá rẻ,positive,neutral,neutral,positive,positive
săn sale quá rẻ. shop tận tâm. giao hàng nhanh,positive,positive,positive,positive,positive
mua 2 loại săn sale chất lượng khá ok,positive,neutral,neutral,positive,positive
bút bền rẻ đẹp. mực viết nhanh khô ra đều không lem,positive,neutral,neutral,positive,positive
sản phẩm tốt thân bút gọn. mực ra đều. chất lượng siêu ok,positive,neutral,neutral,neutral,positive
nhận hàng viết chữ đẹp ok. sẽ ủng hộ shop tiếp,positive,neutral,neutral,neutral,positive
bút viết rõ ràng đều mực. hài lòng về sản phẩm,positive,neutral,neutral,neutral,positive
bút rất mượt và đẹp. thiết kế thân bút nhỏ gọn dễ cầm. đáng mua,positive,neutral,neutral,neutral,positive
bút ra đều mực nét đẹp. giá quá rẻ 1k/cái,positive,neutral,neutral,positive,positive
bút viết rất đẹp không tắc mực khô nhanh. tặng thêm ngòi. giá cả phải chăng. đóng gói cẩn thận. giao hàng nhanh. shipper thân thiện,positive,positive,positive,positive,positive
màu mực đậm viết mượt không tắc mực. giá rẻ,positive,neutral,neutral,positive,positive
bút nhiều màu không tắc mực. đúng mô tả. vừa rẻ vừa đẹp,positive,neutral,neutral,positive,positive
bút săn rẻ vô cùng ưng ý,positive,neutral,neutral,positive,positive
giao hàng nhanh. đóng gói cẩn thận. hàng giống mẫu đẹp. giá rẻ xài ổn áp,positive,positive,positive,positive,positive
sản phẩm giống mô tả. đóng gói cẩn thận. giao hàng nhanh. chất lượng ổn so với giá,positive,positive,positive,positive,positive
giá quá hời 1k/cây freeship. giao đủ số lượng đúng màu. đóng gói rất kĩ. giao hàng nhanh. bút viết ok,positive,positive,positive,positive,positive
viết êm mau khô. chú ý giấy trơn mực lâu khô,positive,neutral,neutral,neutral,positive
viết mực rất ok. săn sale giá rẻ. gói hàng kĩ,positive,positive,neutral,positive,positive
bình luận rác không liên quan,neutral,neutral,neutral,neutral,neutral
bút ghi ngon giá rẻ bất ngờ. mực đậm tốt,positive,neutral,neutral,positive,positive
chất lượng sản phẩm tốt. giao hàng nhanh. gói hàng cẩn thận. hài lòng,positive,positive,positive,neutral,positive
sản phẩm rất tốt giá rất rẻ. chú ý mực nước dễ lem. mực ra đều,positive,neutral,neutral,positive,positive
rẻ đẹp mực đều. giao hàng nhanh. đóng gói cẩn thận. mọi thứ ok,positive,positive,positive,positive,positive
gói đủ hàng. bút viết siêu mượt giá rẻ nên mua,positive,positive,neutral,positive,positive
sản phẩm uy tín chất lượng. shop bọc kĩ càng,positive,positive,neutral,neutral,positive
bút viết ra mực đều dễ cầm. săn giá ổn,positive,neutral,neutral,positive,positive
giao hàng nhanh. chất lượng sản phẩm tuyệt vời,positive,neutral,positive,neutral,positive
bình luận rác không liên quan,neutral,neutral,neutral,neutral,neutral
bình luận rác không liên quan,neutral,neutral,neutral,neutral,neutral
bình luận rác không liên quan,neutral,neutral,neutral,neutral,neutral
bình luận spam nội dung khác,neutral,neutral,neutral,neutral,neutral
sản phẩm phù hợp giá tiền. chất lượng khá ok. hài lòng,positive,neutral,neutral,positive,positive
mực ra đều nét viết rất trơn. nhựa bút cứng cáp cầm chắc tay. ngòi nhỏ gọn viết êm,positive,neutral,neutral,neutral,positive
giao hàng nhanh đóng gói cẩn thận ship nhiệt tình. chất lượng ok,positive,positive,positive,neutral,positive
sản phẩm tốt ra mực đều,positive,neutral,neutral,neutral,positive
đóng gói cẩn thận giao hàng nhanh ship nhiệt tình,neutral,positive,positive,neutral,positive
bút viết trơn. giá quá rẻ. giao hàng chậm nhưng được đền,positive,neutral,negative,positive,positive
giao hàng nhanh đầy đủ. bút viết ra mực đều,positive,neutral,positive,neutral,positive
đủ số lượng. có nút nhựa bảo vệ. mực ra đều êm tay. giá tốt,positive,positive,neutral,positive,positive
giao hàng nhanh đóng gói cẩn thận. săn được giá rẻ,neutral,positive,positive,positive,positive
bút rẻ mà mực viết êm. mua nhiều về viết,positive,neutral,neutral,positive,positive
viết mượt mực đều đẹp. giá rẻ. mua tiếp,positive,neutral,neutral,positive,positive
bút dùng tốt giao đủ. nắp lỏng dễ mất. quên đóng nắp là vứt,neutral,neutral,neutral,neutral,neutral
bút viết đều tốt. sản phẩm chất lượng ok. giao hàng nhanh,positive,neutral,positive,neutral,positive
bút mực xanh vỏ nhám mờ. chất lượng tốt,positive,neutral,neutral,neutral,positive
rẻ mang đi học mất không tiếc. mực đều ngòi nhỏ nhưng ít mực viết nhanh hết,neutral,neutral,neutral,positive,neutral
tạm ổn đúng mô tả. tiền nào của đó,neutral,neutral,neutral,neutral,neutral
bút giá rẻ. mực êm phù hợp giá tiền. shipper nhiệt tình,positive,neutral,positive,positive,positive
bút dùng tốt không vấn đề gì,positive,neutral,neutral,neutral,positive
bút ra mực đều đúng đủ,positive,neutral,neutral,neutral,positive
bút viết tốt vì là bút gel nên mực hết nhanh khô chậm. giá ổn,neutral,neutral,neutral,positive,neutral
bút gel ra đều màu mực tốt. đóng mở nắp dễ dàng,positive,neutral,neutral,neutral,positive
nhận đúng đủ hàng đóng gói cẩn thận. giao hàng nhanh,neutral,positive,positive,neutral,positive
viết không chảy mực nhưng hay tắc mực,negative,neutral,neutral,neutral,negative
bút dùng ok áp mã giảm giá quá hời. siêu hài lòng,positive,neutral,neutral,positive,positive
giao hàng nhanh đầy đủ có tặng thêm. ngòi hơi bẩn,neutral,neutral,positive,neutral,neutral
chất lượng tốt nét đậm đúng với hình ảnh,positive,neutral,neutral,neutral,positive
đóng gói tốt giao hàng nhanh giá rẻ. viết tốt đúng quảng cáo,positive,positive,positive,positive,positive
giao hàng nhanh viết ra mực đều nhưng càng viết càng nhạt. dễ viết,neutral,neutral,positive,neutral,neutral
đóng gói giao hàng nhanh. bút viết thích mực nhanh khô không bị nhòe,positive,positive,positive,neutral,positive
bút rẻ chất lượng. khá nhẹ cầm không mỏi viết mượt,positive,neutral,neutral,positive,positive
mua lần 2 ok. bút xinh viết mượt,positive,neutral,neutral,neutral,positive
bút rẻ viết trơn. săn sale giá 0đ,positive,neutral,neutral,positive,positive
đẹp giá rẻ. giao hàng nhanh đúng mô tả,positive,neutral,positive,positive,positive
nhầm review sản phẩm đồng hồ,neutral,neutral,neutral,neutral,neutral
bút viết nhanh khô. sờ vội hơi lem mực,neutral,neutral,neutral,neutral,neutral
bút đẹp đều mực chất liệu tốt xịn,positive,neutral,neutral,neutral,positive
viết khá ổn nhanh hết mực. không bị in đậm sang trang sau,neutral,neutral,neutral,neutral,neutral
bút viết đẹp êm ra đều mực không bị nhòe hay lem,positive,neutral,neutral,neutral,positive
chất lượng tốt giống hình. dùng rất tốt,positive,neutral,neutral,neutral,positive
viết trơn đẹp. dùng rất tốt,positive,neutral,neutral,neutral,positive
đủ số lượng. bút viết êm mực ra đều. giá ok,positive,neutral,neutral,positive,positive
bút viết rất thích nét nhỏ mực đều. giao hàng nhanh đóng gói cẩn thận,positive,positive,positive,neutral,positive
bút viết hơi tắc nhưng giá rẻ nên ok,neutral,neutral,neutral,positive,neutral
xinh cute viết đẹp mực đều,positive,neutral,neutral,neutral,positive
viết ok nhưng mực nhòe. giá quá rẻ,neutral,neutral,neutral,positive,neutral
ban đầu viết êm về sau gai tắc mực bị chảy mực. chất lượng kém,negative,neutral,neutral,neutral,negative
đúng mô tả. màu sắc đẹp,positive,neutral,neutral,neutral,positive
màu đen. đúng mô tả. chất liệu vải túi hơi to,neutral,neutral,neutral,neutral,neutral
màu đen. vải túi mềm đẹp. hợp túi tiền,positive,neutral,neutral,positive,positive
ship giao hàng thân thiện chuyên nghiệp. đóng gói cẩn thận. chất lượng chờ xem,neutral,positive,positive,neutral,positive
túi dùng ok chống nước. màu xám nhìn đẹp,positive,neutral,neutral,neutral,positive
hàng đẹp nhưng mua mới có vết dơ,negative,neutral,neutral,neutral,negative
đúng mô tả. kiểu dáng đẹp. túi có hơi mùi,negative,neutral,neutral,neutral,neutral
vải khá mỏng chất lượng bình thường,neutral,neutral,neutral,neutral,neutral
