comment,chat_luong,dong_goi,van_chuyen,gia_ca,overall
"Vải mát, mặc đi chơi hay ở nhà đều đẹp",positive,neutral_positive,neutral_positive,neutral_positive,positive
"Gói hàng chắc chắn, vải vừa đủ dày, túi sâu tiện lợi",positive,positive,neutral_positive,neutral_positive,positive
"Nam nữ mặc đều đẹp, mặc thoải mái",positive,neutral_positive,neutral_positive,neutral_positive,positive
"Giao nhanh, vải dày dặn, có hộp và giấy thơm, mua combo rẻ",positive,positive,positive,positive,positive
"Vải dày đẹp, mềm, giao nhanh, shipper thân thiện",positive,neutral_positive,positive,neutral_positive,positive
"Vải tốt, màu xinh, giao nhanh, mặc vừa đẹp",positive,neutral_positive,positive,neutral_positive,positive
"Co giãn tốt, form đẹp, giá rẻ",positive,neutral_positive,neutral_positive,positive,positive
"Đóng gói chỉnh chu, giao nhanh, chưa đánh giá được độ bền",neutral_positive,positive,positive,neutral_positive,neutral_positive
"Đóng gói kỹ, form đẹp, vải mềm",positive,positive,positive,neutral_positive,positive
"Đóng gói cẩn thận, chất lượng tốt",positive,positive,neutral_positive,neutral_positive,positive
"Bo vừa vặn, chất liệu không thô ráp",positive,neutral_positive,neutral_positive,neutral_positive,positive
"Vải kate mềm, giao nhanh, dễ phối đồ",positive,neutral_positive,positive,neutral_positive,positive
"Ship nhanh, quần thơm, mặc thoải mái",positive,neutral_positive,positive,neutral_positive,positive
"Quần tôn dáng, mặc thích",positive,neutral_positive,neutral_positive,neutral_positive,positive
"Chất quần đẹp, form đẹp, giá phải chăng",positive,neutral_positive,neutral_positive,positive,positive
"Đóng gói cẩn thận, vải đẹp dày dặn, giá rẻ hơn ngoài shop",positive,positive,positive,positive,positive
"Form đẹp, màu xinh, mua lại nhiều lần",positive,neutral_positive,neutral_positive,neutral_positive,positive
"Đúng mô tả, giao nhanh, đóng gói cẩn thận",positive,positive,positive,neutral_positive,positive
"Quần dễ thương, đáng mua",positive,neutral_positive,neutral_positive,neutral_positive,positive
"Vải dày dặn, túi rộng để vừa điện thoại",positive,neutral_positive,positive,neutral_positive,positive
"Rộng rãi, chất mát, mua lại lần 2",positive,neutral_positive,neutral_positive,neutral_positive,positive
"Form xinh, mặc rất thoải mái",positive,neutral_positive,neutral_positive,neutral_positive,positive
"Form xinh, mặc thoải mái rộng rãi",positive,neutral_positive,neutral_positive,neutral_positive,positive
"Mặc thoải mái, sẽ ủng hộ thêm",positive,neutral_positive,neutral_positive,neutral_positive,positive
"Đóng gói ok, giao nhanh, mặc ngủ thoải mái",positive,positive,positive,neutral_positive,positive
"Giao hàng nhanh, shop uy tín",neutral_positive,neutral_positive,positive,neutral_positive,neutral_positive
"Đóng gói cẩn thận, form chuẩn, chất liệu đẹp",positive,positive,positive,neutral_positive,positive
"Vải cotton mát, giao nhanh, chất lượng tốt",positive,neutral_positive,positive,neutral_positive,positive
"Form thoải mái, vải mỏng mát",positive,neutral_positive,neutral_positive,neutral_positive,positive
"Vải dày dặn, giá ổn",positive,neutral_positive,neutral_positive,positive,positive
"Giao nhanh nhưng nội dung đánh giá không rõ",neutral_positive,neutral_positive,positive,neutral_positive,neutral_positive
"Vải mát, màu đẹp, không chỉ thừa",positive,neutral_positive,neutral_positive,neutral_positive,positive
"Quần xinh, mặc thoải mái nhưng hơi rộng",neutral_positive,neutral_positive,neutral_positive,neutral_negative,positive
"Form chuẩn, vải thoáng mát, giao nhanh",positive,neutral_positive,positive,neutral_positive,positive
"Chất liệu tốt, form chuẩn, giá hợp lý",positive,neutral_positive,neutral_positive,positive,positive
"Form ôm đẹp, mặc vừa người",positive,neutral_positive,neutral_positive,neutral_positive,positive
"Chất vải ok, giao nhanh, đóng gói cẩn thận",positive,positive,positive,neutral_positive,positive
"Vải thoáng mát, mặc êm, giá rẻ",positive,neutral_positive,neutral_positive,positive,positive
"Thiết kế hiện đại, chất lượng chắc chắn, đáng đầu tư",positive,neutral_positive,neutral_positive,positive,positive
"Đúng mẫu size, giao nhanh, bản mới có túi tiện lợi",positive,neutral_positive,positive,neutral_positive,positive
"Quần đẹp, màu dịu, vải đẹp, giá rẻ",positive,neutral_positive,neutral_positive,positive,positive
"Quần đẹp, mặc thoải mái nhưng size 2 lưng rộng",neutral_positive,neutral_positive,neutral_positive,neutral_negative,positive
"Đúng mô tả, đóng gói cẩn thận, giao nhanh, giá hợp lý",positive,positive,positive,positive,positive
"Chất lượng tốt, giao nhanh, đóng gói kỹ",positive,positive,positive,neutral_positive,positive
"Form tôn dáng, chất liệu thoải mái, dễ phối đồ",positive,neutral_positive,neutral_positive,neutral_positive,positive
"Vải đẹp mát nhưng ship lâu, đáy quần hơi ngắn",neutral_positive,neutral_positive,negative,neutral_negative,neutral_negative
"Hàng giống ảnh, nên mua",positive,neutral_positive,neutral_positive,neutral_positive,positive
"Vải mát nhưng có chỗ xổ chỉ",neutral_positive,neutral_positive,neutral_positive,neutral_negative,neutral_positive
"Bình luận không liên quan sản phẩm",neutral,neutral,neutral,neutral,neutral
"Vận chuyển nhanh, không phải chờ lâu",neutral_positive,neutral_positive,positive,neutral_positive,positive
"Bình luận không liên quan sản phẩm",neutral,neutral,neutral,neutral,neutral
"Chưa dùng nhưng giao nhanh, sản phẩm ổn",neutral_positive,neutral_positive,positive,neutral_positive,neutral_positive
"Vải đẹp mát nhưng đáy quần quá ngắn gây khó chịu",neutral_positive,neutral_positive,neutral_positive,neutral_negative,negative
"Quần thoải mái, giao nhanh",positive,neutral_positive,positive,neutral_positive,positive
"Giao nhanh nhưng form ngắn gây cấn",neutral_positive,neutral_positive,positive,neutral_negative,neutral_negative
"Chất liệu thoáng mát, mặc ngủ dễ chịu",positive,neutral_positive,neutral_positive,neutral_positive,positive
"Vải đúng giá, đóng gói chỉnh chu",neutral_positive,positive,neutral_positive,positive,positive
"Vải mỏng mát, nên thêm túi",neutral_positive,neutral_positive,neutral_positive,neutral_negative,neutral_positive
"Form ổn nhưng đáy và ống hơi ngắn",neutral_positive,neutral_positive,neutral_positive,neutral_negative,neutral_negative
"Giá phù hợp nhưng vải bị xổ lông",neutral_negative,neutral_positive,neutral_positive,positive,neutral_negative
"Bình luận không rõ nội dung",neutral,neutral,neutral,neutral,neutral
"Vải đợt mới mềm hơn nhưng không đẹp bằng trước, giá tăng",neutral_negative,neutral_positive,neutral_positive,negative,negative
"Sản phẩm ok",neutral_positive,neutral_positive,neutral_positive,neutral_positive,neutral_positive
"Vải mát nhưng nên làm đũng rộng hơn",neutral_positive,neutral_positive,neutral_positive,neutral_negative,neutral_positive
"Giống mô tả nhưng không có túi, lưng thun cao hơi khó chịu",neutral_positive,neutral_positive,neutral_positive,neutral_negative,neutral_negative
"Vải ổn, màu đẹp, đóng gói xinh nhưng bị chật",neutral_positive,positive,neutral_positive,neutral_negative,neutral_positive
"Vải đẹp nhưng size không đồng đều",neutral_negative,neutral_positive,neutral_positive,neutral_negative,negative
"Size 1 hơi ngắn, dễ bị lộ",neutral_negative,neutral_positive,neutral_positive,neutral_negative,negative
"Đóng gói kỹ, giao nhanh nhưng đáy quần nhanh xù",neutral_negative,positive,positive,neutral_positive,neutral_negative
"Form chuẩn, màu dễ thương",positive,neutral_positive,neutral_positive,neutral_positive,positive
"Bình luận không liên quan sản phẩm",neutral,neutral,neutral,neutral,neutral
"Giao sai màu sản phẩm",negative,neutral_positive,neutral_positive,neutral_negative,negative
"Đợt sau vải mỏng hơn, size không rộng như mô tả",negative,neutral_positive,neutral_positive,negative,negative
"Bình luận không liên quan sản phẩm",neutral,neutral,neutral,neutral,neutral
"Bình luận không liên quan sản phẩm",neutral,neutral,neutral,neutral,neutral
"Chưa sử dụng, đánh giá nhận xu",neutral,neutral,neutral,neutral,neutral
"Chiều dài vừa nhưng lưng thun dễ giãn",neutral_positive,neutral_positive,neutral_positive,neutral_negative,neutral_positive
"Size 2 quá rộng, dễ tụt",negative,neutral_positive,neutral_positive,neutral_negative,negative
"Vải hơi mỏng nhưng còn lại ổn",neutral_positive,neutral_positive,neutral_positive,neutral_negative,neutral_positive
"Dây thun hơi lỏng, đáy quần rộng",neutral_negative,neutral_positive,neutral_positive,neutral_negative,neutral_negative
"Sản phẩm ok nhưng lưng quần hơi rộng",neutral_negative,neutral_positive,neutral_positive,neutral_positive,neutral_positive
"Hàng giống hình shop đăng",positive,neutral_positive,neutral_positive,neutral_positive,positive
"Shop giao nhầm màu",negative,neutral_positive,neutral_positive,neutral_negative,negative
"Quần tạm ổn nhưng form hơi nhỏ hơn mô tả",neutral_negative,neutral_positive,neutral_positive,neutral_positive,neutral_negative
"Bình luận không liên quan sản phẩm",neutral,neutral,neutral,neutral,neutral
"Vải ok nhưng đáy ngắn, ống xoè dễ lộ",negative,neutral_positive,neutral_positive,neutral_positive,negative
"Giá rẻ nhưng có chỉ thừa",neutral_negative,neutral_positive,neutral_positive,positive,neutral_positive
"Size 1 khá chật, nên tăng size",neutral_negative,neutral_positive,neutral_positive,neutral_positive,neutral_negative
"Ổn nhưng hơi nhăn",neutral_positive,neutral_positive,neutral_positive,neutral_positive,neutral_positive
"Ngồi xuống hơi bị lộ",negative,neutral_positive,neutral_positive,neutral_negative,negative
"Quần đỏ lệch độ dài ống",negative,neutral_positive,neutral_positive,neutral_negative,negative
"Bình luận không liên quan sản phẩm",neutral,neutral,neutral,neutral,neutral
"Bình luận không liên quan sản phẩm",neutral,neutral,neutral,neutral,neutral
"Màu không như mong đợi",neutral_negative,neutral_positive,neutral_positive,neutral_negative,neutral_negative
"Form hơi nhỏ cho người mông lớn",negative,neutral_positive,neutral_positive,neutral_negative,negative
"Lót túi vải kém, dễ xù lông",negative,neutral_positive,neutral_positive,neutral_negative,negative
"Ống và đáy quần ngắn nhưng shop tư vấn nhiệt tình",neutral_negative,neutral_positive,neutral_positive,neutral_positive,neutral_negative
"Rẻ đẹp, vải hơi thô nhưng ổn trong tầm giá",neutral_positive,neutral_positive,neutral_positive,positive,positive
"Bình luận nhiễu/không liên quan",neutral,neutral,neutral,neutral,neutral
"Quần ổn",neutral_positive,neutral_positive,neutral_positive,neutral_positive,neutral_positive
"Rộng thoải mái nhưng hình in bị mờ",neutral_negative,positive,neutral_positive,neutral_positive,neutral_negative
"Quần đẹp nhưng nên tăng size để thoải mái",neutral_positive,neutral_positive,neutral_positive,neutral_positive,positive
"Quần đẹp, rẻ, mặc thoải mái",positive,neutral_positive,neutral_positive,positive,positive
"Bình luận không liên quan sản phẩm",neutral,neutral,neutral,neutral,neutral
"Đóng gói kỹ có giấy thơm nhưng form hơi ngắn",neutral_negative,positive,positive,neutral_positive,neutral_positive
"Hai màu quần có độ dày vải khác nhau",neutral_negative,neutral_positive,neutral_positive,neutral_positive,neutral_negative
"Giao nhanh nhưng size dễ bị tuột",neutral_negative,neutral_positive,positive,neutral_positive,neutral_negative
"Hơi ngắn, hơi mỏng nhưng đáng giá tiền",neutral_negative,neutral_positive,neutral_positive,positive,neutral_positive
"Giao sai màu nhưng quần đẹp, giao nhanh",neutral_negative,neutral_positive,positive,neutral_positive,neutral_positive
"Form quá nhỏ và ngắn",negative,neutral_positive,neutral_positive,neutral_negative,negative
"Giao nhanh, chưa dùng nên chưa rõ chất lượng",neutral,neutral_positive,positive,neutral_positive,neutral_positive
"Hàng giống hình mẫu",positive,neutral_positive,neutral_positive,neutral_positive,positive
"Hơi mắc",neutral_positive,neutral_positive,neutral_positive,negative,neutral_negative
"Hơi ngắn",negative,neutral_positive,neutral_positive,neutral_negative,negative
"Vải ok",neutral_positive,neutral_positive,neutral_positive,neutral_positive,neutral_positive
"Nhiều chỉ thừa",negative,neutral_positive,neutral_positive,neutral_negative,negative
"Hơi ngắn",negative,neutral_positive,neutral_positive,neutral_negative,negative
"Áo dày dặn, form đẹp, đáng tiền",positive,neutral_positive,neutral_positive,positive,positive
"Form đẹp, đáng giá tiền",positive,neutral_positive,neutral_positive,positive,positive
"Áo đẹp, chất dạ tốt, không chỉ thừa",positive,neutral_positive,neutral_positive,positive,positive
"Chất lượng vượt giá tiền, ship nhanh",positive,positive,positive,positive,positive
"Đóng gói nhanh, hỗ trợ đổi size nhiệt tình",positive,positive,positive,neutral_positive,positive
"Chất liệu ok so với giá, giao nhanh",positive,neutral_positive,positive,positive,positive
"Vải mềm mát, mặc thoải mái, giao đúng size",positive,neutral_positive,positive,neutral_positive,positive
"Giá rất rẻ, vải co giãn tốt, màu tối dễ mặc",positive,neutral_positive,neutral_positive,positive,positive
"Đẹp hơn mong đợi, size lớn mặc vừa",positive,neutral_positive,neutral_positive,positive,positive
"Chất cotton mềm mịn, ship siêu nhanh",positive,neutral_positive,positive,neutral_positive,positive
"Ship nhanh nhưng vải bình thường",neutral_positive,neutral_positive,positive,neutral_positive,neutral_positive
"Vải cotton mềm co giãn tốt, giá hợp lý",positive,neutral_positive,neutral_positive,positive,positive
"Vải cotton pha mát, mặc thoải mái",positive,neutral_positive,neutral_positive,neutral_positive,positive
"Màu đẹp, shop tư vấn nhiệt tình",neutral_positive,neutral_positive,neutral_positive,neutral_positive,positive
"Đóng gói lịch sự, giao siêu nhanh, quần đẹp",positive,positive,positive,neutral_positive,positive
"Vải ổn trong tầm giá, giao nhanh",neutral_positive,neutral_positive,positive,positive,neutral_positive
"Vải mát, giá rẻ, đáng tiền",positive,neutral_positive,neutral_positive,positive,positive
"Mua sale rẻ, màu dễ thương, giao nhanh",positive,positive,positive,positive,positive
"Quần xinh, giao nhanh",positive,neutral_positive,positive,neutral_positive,positive
"Mua sale rất rẻ, sản phẩm ok",neutral_positive,neutral_positive,neutral_positive,positive,positive
"Vải thoáng mát, đóng gói cẩn thận, giao nhanh",positive,positive,positive,neutral_positive,positive
"Chất lượng vượt mong đợi, giao nhanh, CSKH tốt",positive,positive,positive,neutral_positive,positive
"Bình luận không liên quan sản phẩm quần",neutral,neutral,neutral,neutral,neutral
"Vải vừa phải, mặc ở nhà thoải mái",positive,neutral_positive,neutral_positive,neutral_positive,positive
"Quần co giãn thoải mái, đóng gói cẩn thận",positive,positive,neutral_positive,neutral_positive,positive
"Chất lượng tốt hơn trước, giá mềm, giao nhanh",positive,neutral_positive,positive,positive,positive
"Bình luận lan man/ít giá trị đánh giá",neutral,neutral,neutral,neutral,neutral
"In hình rõ nhưng chất vải không đồng đều",neutral_negative,neutral_positive,positive,positive,neutral_negative
"Thun mềm mát, shop hỗ trợ nhiệt tình",positive,neutral_positive,neutral_positive,neutral_positive,positive
"Vải đẹp, giá rẻ",positive,neutral_positive,neutral_positive,positive,positive
"Chất lượng tốt, giao hàng nhanh, CSKH chuyên nghiệp",positive,positive,positive,neutral_positive,positive
"Thun mát co giãn tốt, giá rẻ",positive,neutral_positive,positive,positive,positive
"Quần vừa vặn nhưng hình in hơi ố",neutral_positive,neutral_positive,neutral_positive,neutral_positive,neutral_positive
"Vải mát, đường may chắc chắn",positive,neutral_positive,neutral_positive,neutral_positive,positive
"Một số mẫu vải mỏng dễ lộ, nên chọn kỹ",neutral_negative,neutral_positive,neutral_positive,neutral_positive,neutral_negative
"Vải đẹp, màu đẹp, giá rất rẻ",positive,neutral_positive,neutral_positive,positive,positive
"Vải mát, không có gì để chê",positive,neutral_positive,neutral_positive,neutral_positive,positive
"Quần xinh, nên mua",positive,neutral_positive,neutral_positive,neutral_positive,positive
"Giá tốt, giao hàng nhanh",neutral_positive,neutral_positive,positive,positive,positive
"Thun mềm nhưng dễ giãn, đường may tạm ổn",neutral_positive,positive,positive,positive,neutral_positive
"May chắc chắn, giá rẻ, đáng mua",positive,neutral_positive,neutral_positive,positive,positive
"Bình luận nhiễu/không liên quan quần",neutral,neutral,neutral,neutral,neutral
"Bình luận không liên quan sản phẩm quần",neutral,neutral,neutral,neutral,neutral
